gene_id,event_id,sample_id,PSI
WBGene00004704,SE_1095,AFD,0.0238856342802402
WBGene00004704,SE_1095,AIM,0.17446899576667463
WBGene00004704,SE_1095,AIN,0.29169080248072365
WBGene00004704,SE_1095,AIY,0.0
WBGene00004704,SE_1095,ASEL,0.05333333333333334
WBGene00004704,SE_1095,ASER,0.04651162790697672
WBGene00004704,SE_1095,ASG,0.10740198043539848
WBGene00004704,SE_1095,ASI,0.26735094454204344
WBGene00004704,SE_1095,ASK,0.08856366719309418
WBGene00004704,SE_1095,AVA,0.11005710345207259
WBGene00004704,SE_1095,AVE,0.08159761385567833
WBGene00004704,SE_1095,AVG,0.225296442687747
WBGene00004704,SE_1095,AVH,0.17527692706989817
WBGene00004704,SE_1095,AVK,0.09812578556313938
WBGene00004704,SE_1095,AVL,0.25014992267146413
WBGene00004704,SE_1095,AVM,0.13829724813706504
WBGene00004704,SE_1095,AWA,0.1725995862979175
WBGene00004704,SE_1095,AWB,0.07511342718622796
WBGene00004704,SE_1095,AWC,0.13417288232104646
WBGene00004704,SE_1095,BAG,0.09510448916408668
WBGene00004704,SE_1095,CAN,0.0506255196167702
WBGene00004704,SE_1095,DA,0.05478788788627927
WBGene00004704,SE_1095,DD,0.06267703307983925
WBGene00004704,SE_1095,DVC,0.11452422321733348
WBGene00004704,SE_1095,I5,0.10777801737241641
WBGene00004704,SE_1095,IL1,0.12728524385397147
WBGene00004704,SE_1095,IL2,0.11553327382551495
WBGene00004704,SE_1095,LUA,0.10588749126484973
WBGene00004704,SE_1095,NSM,0.047819971870604765
WBGene00004704,SE_1095,OLQ,0.20975972514267385
WBGene00004704,SE_1095,PHA,0.18036937513066786
WBGene00004704,SE_1095,PVC,0.12992856813359496
WBGene00004704,SE_1095,PVM,0.05128205128205125
WBGene00004704,SE_1095,RIA,0.08756793198706499
WBGene00004704,SE_1095,RIC,0.09786454896959465
WBGene00004704,SE_1095,RIM,0.33984074964790967
WBGene00004704,SE_1095,RIS,0.05505919142282777
WBGene00004704,SE_1095,RMD,0.18213287716093737
WBGene00004704,SE_1095,SMB,0.11279462906384823
WBGene00004704,SE_1095,SMD,0.1360361739706362
WBGene00004704,SE_1095,VB,0.09011792452830188
WBGene00004704,SE_1095,VC,0.07354824025821335
WBGene00004704,SE_1095,VD,0.09734404195518705
WBGene00004698,SE_1098,ADL,0.1707869956439692
WBGene00004698,SE_1098,AFD,0.14099653803195095
WBGene00004698,SE_1098,AIM,0.12113750560297945
WBGene00004698,SE_1098,AIN,0.06336220977830391
WBGene00004698,SE_1098,AIY,0.13705285276847043
WBGene00004698,SE_1098,ASEL,0.11192222034667422
WBGene00004698,SE_1098,ASER,0.12564904520691317
WBGene00004698,SE_1098,ASG,0.19679280169398142
WBGene00004698,SE_1098,ASI,0.14575147072533154
WBGene00004698,SE_1098,ASK,0.2411829242584035
WBGene00004698,SE_1098,AVA,0.05620629209336462
WBGene00004698,SE_1098,AVE,0.039454034169746
WBGene00004698,SE_1098,AVG,0.08242127143600149
WBGene00004698,SE_1098,AVH,0.0922444374687337
WBGene00004698,SE_1098,AVK,0.059562383212266846
WBGene00004698,SE_1098,AVL,0.15761610413111216
WBGene00004698,SE_1098,AVM,0.08908487988251028
WBGene00004698,SE_1098,AWA,0.23485646222849635
WBGene00004698,SE_1098,AWB,0.22989945193448041
WBGene00004698,SE_1098,AWC,0.12356422209921572
WBGene00004698,SE_1098,BAG,0.0602232564296682
WBGene00004698,SE_1098,CAN,0.06815138194113143
WBGene00004698,SE_1098,DA,0.0917825995961156
WBGene00004698,SE_1098,DD,0.0807478301741144
WBGene00004698,SE_1098,DVC,0.10017215077675168
WBGene00004698,SE_1098,I5,0.13098838996094783
WBGene00004698,SE_1098,IL2,0.17622970142732403
WBGene00004698,SE_1098,LUA,0.32573864924921747
WBGene00004698,SE_1098,NSM,0.09010435145709313
WBGene00004698,SE_1098,OLL,0.16794516587985614
WBGene00004698,SE_1098,OLQ,0.1604592626575847
WBGene00004698,SE_1098,PHA,0.168943457036706
WBGene00004698,SE_1098,PVC,0.12779266849218057
WBGene00004698,SE_1098,PVD,0.2306693895210017
WBGene00004698,SE_1098,PVM,0.0690271266614778
WBGene00004698,SE_1098,RIA,0.09505381468621811
WBGene00004698,SE_1098,RIC,0.0418414547865902
WBGene00004698,SE_1098,RIM,0.0887386629627593
WBGene00004698,SE_1098,RIS,0.10235731125783837
WBGene00004698,SE_1098,RMD,0.12022247334319527
WBGene00004698,SE_1098,SMB,0.11553297895765695
WBGene00004698,SE_1098,SMD,0.10439000648886868
WBGene00004698,SE_1098,VB,0.06166922682159802
WBGene00004698,SE_1098,VC,0.056589820510423584
WBGene00004698,SE_1098,VD,0.08904732513190217
WBGene00012909,SE_1101,AVA,0.9277620396600567
WBGene00012909,SE_1101,AVE,0.8200160749424904
WBGene00012909,SE_1101,AVG,0.5261707988980716
WBGene00012909,SE_1101,AVH,0.28082779791177503
WBGene00012909,SE_1101,AVK,0.4386210168423857
WBGene00012909,SE_1101,DD,0.5061649587772344
WBGene00012909,SE_1101,DVC,0.48765106834059113
WBGene00012909,SE_1101,I5,0.3703024840327791
WBGene00012909,SE_1101,IL2,0.6087903769879053
WBGene00012909,SE_1101,NSM,0.40496702731497636
WBGene00012909,SE_1101,OLL,0.41935283907760973
WBGene00012909,SE_1101,OLQ,0.4638916153984927
WBGene00012909,SE_1101,PVC,0.2850200266222712
WBGene00012909,SE_1101,RIM,0.642342559263727
WBGene00012909,SE_1101,RIS,0.08944543828264755
WBGene00012909,SE_1101,SMB,0.5595358937510031
WBGene00012909,SE_1101,SMD,0.678186257177761
WBGene00012909,SE_1101,VB,0.6554347320029976
WBGene00012909,SE_1101,VD,0.26133575478609755
WBGene00021897,SE_12,AVA,0.1639344262295082
WBGene00021897,SE_12,AVM,0.7721518987341772
WBGene00021897,SE_12,AWA,0.058514710707645176
WBGene00021897,SE_12,AWB,0.06144936572264452
WBGene00021897,SE_12,DA,0.1022316467041059
WBGene00021897,SE_12,DVC,0.01996805111821085
WBGene00021897,SE_12,OLQ,0.25510204081632654
WBGene00021897,SE_12,PVM,0.7352941176470588
WBGene00021897,SE_12,RMD,0.0990859253157069
WBGene00021897,SE_12,SMD,0.5834027811234898
WBGene00021897,SE_12,VB,0.1366120218579235
WBGene00021897,SE_12,VD,0.14613563857157558
WBGene00019785,SE_134,OLQ,1.0
WBGene00022063,SE_138,NSM,0.018304106996752334
WBGene00022063,SE_138,RIC,0.00901506311156215
WBGene00018328,SE_139,ADL,0.7976236726236726
WBGene00018328,SE_139,AFD,0.5180518668323547
WBGene00018328,SE_139,AIM,0.6135451876503859
WBGene00018328,SE_139,AIN,0.8051460021245999
WBGene00018328,SE_139,AIY,1.0
WBGene00018328,SE_139,ASEL,0.8875739644970415
WBGene00018328,SE_139,ASER,0.6735423722641029
WBGene00018328,SE_139,ASG,0.6097326903828632
WBGene00018328,SE_139,ASI,0.6911869225302061
WBGene00018328,SE_139,ASK,0.7797856430707877
WBGene00018328,SE_139,AVA,0.7865813114042229
WBGene00018328,SE_139,AVE,0.44037284541665933
WBGene00018328,SE_139,AVG,0.8503937007874015
WBGene00018328,SE_139,AVH,0.7350017901699608
WBGene00018328,SE_139,AVK,0.7270259876391951
WBGene00018328,SE_139,AVL,1.0
WBGene00018328,SE_139,AVM,0.7658263305322128
WBGene00018328,SE_139,AWA,0.7195363914907063
WBGene00018328,SE_139,AWB,0.8362068965517241
WBGene00018328,SE_139,AWC,0.7612532537616659
WBGene00018328,SE_139,BAG,0.6704602967936855
WBGene00018328,SE_139,CAN,0.5385574877100301
WBGene00018328,SE_139,DA,0.6000666357172415
WBGene00018328,SE_139,DVC,0.6589897764061239
WBGene00018328,SE_139,I5,0.8321155568499241
WBGene00018328,SE_139,IL2,0.634536297036297
WBGene00018328,SE_139,NSM,0.9544364508393285
WBGene00018328,SE_139,OLQ,0.8657069675453103
WBGene00018328,SE_139,PHA,1.0
WBGene00018328,SE_139,PVC,0.7141446794902203
WBGene00018328,SE_139,PVM,0.7564102564102564
WBGene00018328,SE_139,RIA,0.7047205538393965
WBGene00018328,SE_139,RIC,0.771333738725043
WBGene00018328,SE_139,RIM,0.7870299177645371
WBGene00018328,SE_139,RIS,0.9260700389105058
WBGene00018328,SE_139,RMD,0.6830003544858488
WBGene00018328,SE_139,SMB,0.6136381537767687
WBGene00018328,SE_139,SMD,0.5628849075214007
WBGene00018328,SE_139,VB,0.6539937880918893
WBGene00018328,SE_139,VC,0.5644713163365368
WBGene00001999,SE_140,ADL,0.8107110808243032
WBGene00001999,SE_140,AFD,0.8036031532186113
WBGene00001999,SE_140,AIM,0.8832889942690169
WBGene00001999,SE_140,AIN,0.7024365553295994
WBGene00001999,SE_140,AIY,0.7444548168884614
WBGene00001999,SE_140,ASEL,0.6510712821892809
WBGene00001999,SE_140,ASER,0.7934280962652741
WBGene00001999,SE_140,ASG,0.8655891728748655
WBGene00001999,SE_140,ASI,0.722376694587137
WBGene00001999,SE_140,ASK,0.7897504565681851
WBGene00001999,SE_140,AVA,0.703187386583097
WBGene00001999,SE_140,AVE,0.803612804544039
WBGene00001999,SE_140,AVG,0.5762421880928263
WBGene00001999,SE_140,AVH,0.7817438589628196
WBGene00001999,SE_140,AVK,0.80457273993398
WBGene00001999,SE_140,AVL,0.9270295784505859
WBGene00001999,SE_140,AVM,0.6243000262202169
WBGene00001999,SE_140,AWA,0.7748506584073357
WBGene00001999,SE_140,AWB,0.8634339824402915
WBGene00001999,SE_140,AWC,0.7454357004452372
WBGene00001999,SE_140,BAG,0.786711316722511
WBGene00001999,SE_140,CAN,0.8426811563857349
WBGene00001999,SE_140,DA,0.6379745262328016
WBGene00001999,SE_140,DD,0.6021680888208761
WBGene00001999,SE_140,DVC,0.8271922130508519
WBGene00001999,SE_140,I5,0.7957084972146556
WBGene00001999,SE_140,IL1,0.6756106312554774
WBGene00001999,SE_140,IL2,0.730516156494783
WBGene00001999,SE_140,LUA,0.8148114752956052
WBGene00001999,SE_140,NSM,0.744800377235323
WBGene00001999,SE_140,OLL,0.659810672877132
WBGene00001999,SE_140,OLQ,0.8371969246701031
WBGene00001999,SE_140,PHA,0.8494280249556849
WBGene00001999,SE_140,PVC,0.7597306627947843
WBGene00001999,SE_140,PVD,0.7822914930612805
WBGene00001999,SE_140,PVM,0.7426104216030841
WBGene00001999,SE_140,RIA,0.8535255073609428
WBGene00001999,SE_140,RIC,0.7933253481825671
WBGene00001999,SE_140,RIM,0.8338668448019153
WBGene00001999,SE_140,RIS,0.8162023922470941
WBGene00001999,SE_140,RMD,0.7674346543998597
WBGene00001999,SE_140,SMB,0.8238437468072979
WBGene00001999,SE_140,SMD,0.7733091186313094
WBGene00001999,SE_140,VB,0.7408796007060569
WBGene00001999,SE_140,VC,0.8343334938376561
WBGene00001999,SE_140,VD,0.7710442955431538
WBGene00000424,SE_141,ADL,1.0
WBGene00000424,SE_141,AFD,1.0
WBGene00000424,SE_141,AIM,0.9926432627774909
WBGene00000424,SE_141,AIN,1.0
WBGene00000424,SE_141,AIY,1.0
WBGene00000424,SE_141,ASEL,1.0
WBGene00000424,SE_141,ASER,1.0
WBGene00000424,SE_141,ASG,1.0
WBGene00000424,SE_141,ASI,1.0
WBGene00000424,SE_141,ASK,1.0
WBGene00000424,SE_141,AVA,1.0
WBGene00000424,SE_141,AVE,1.0
WBGene00000424,SE_141,AVG,1.0
WBGene00000424,SE_141,AVH,1.0
WBGene00000424,SE_141,AVK,0.9921574023115025
WBGene00000424,SE_141,AVL,1.0
WBGene00000424,SE_141,AVM,1.0
WBGene00000424,SE_141,AWA,1.0
WBGene00000424,SE_141,AWB,1.0
WBGene00000424,SE_141,AWC,0.9972685451408856
WBGene00000424,SE_141,BAG,1.0
WBGene00000424,SE_141,CAN,1.0
WBGene00000424,SE_141,DA,1.0
WBGene00000424,SE_141,DD,0.9923263327948304
WBGene00000424,SE_141,DVC,1.0
WBGene00000424,SE_141,I5,1.0
WBGene00000424,SE_141,IL2,1.0
WBGene00000424,SE_141,NSM,1.0
WBGene00000424,SE_141,PHA,0.9964348261195897
WBGene00000424,SE_141,PVC,1.0
WBGene00000424,SE_141,PVM,1.0
WBGene00000424,SE_141,RIA,1.0
WBGene00000424,SE_141,RIC,1.0
WBGene00000424,SE_141,RIM,1.0
WBGene00000424,SE_141,RIS,1.0
WBGene00000424,SE_141,RMD,1.0
WBGene00000424,SE_141,SMB,0.963265306122449
WBGene00000424,SE_141,SMD,1.0
WBGene00000424,SE_141,VB,1.0
WBGene00000424,SE_141,VC,1.0
WBGene00000424,SE_141,VD,1.0
WBGene00001223,SE_146,RIA,0.9478021978021977
WBGene00044125,SE_147,AWB,1.0
WBGene00044125,SE_147,PHA,1.0
